timestamp,employee_id,x_position,y_position,activity,camera_id,confidence
2026-04-21T19:15:58.945160,1,1753.5,473.5,Standing,camera_1,0.728076159954071
2026-04-21T19:15:59.659846,1,1754.0,472.5,Standing,camera_1,0.7229312658309937
2026-04-21T19:16:00.132084,1,1753.5,473.0,Standing,camera_1,0.7194310426712036
2026-04-21T19:16:00.557596,-2,1753.0,473.0,Standing,camera_1,0.7086415886878967
2026-04-21T19:16:01.005668,1,1753.5,473.0,Standing,camera_1,0.6827489137649536
2026-04-21T19:16:01.515460,1,1753.0,472.5,Standing,camera_1,0.6693004965782166
2026-04-21T19:16:01.983799,1,1753.0,474.0,Standing,camera_1,0.7087424397468567
2026-04-21T19:16:02.411704,1,1753.5,474.5,Standing,camera_1,0.6849662065505981
2026-04-21T19:16:02.849222,1,1753.0,474.0,Standing,camera_1,0.6960270404815674
2026-04-21T19:16:03.278701,1,1754.0,474.0,Standing,camera_1,0.6846495270729065
2026-04-21T19:16:03.278701,-3,1465.5,537.0,Standing,camera_1,0.5820329189300537
2026-04-21T19:16:03.713742,1,1754.0,475.0,Standing,camera_1,0.695846438407898
2026-04-21T19:16:04.162799,1,1753.5,475.5,Standing,camera_1,0.7081539630889893
2026-04-21T19:16:04.162799,-3,1464.0,538.0,Standing,camera_1,0.5210208296775818
2026-04-21T19:16:04.586567,1,1754.0,476.0,Standing,camera_1,0.6890063881874084
2026-04-21T19:16:04.586567,-3,1464.0,534.5,Standing,camera_1,0.6741158366203308
2026-04-21T19:16:05.023174,1,1753.5,475.5,Standing,camera_1,0.7217072248458862
2026-04-21T19:16:05.023174,-3,1463.5,534.0,Walking,camera_1,0.6567327976226807
2026-04-21T19:16:05.493243,1,1753.5,475.5,Standing,camera_1,0.7353168725967407
2026-04-21T19:16:05.493243,-3,1463.0,534.5,Standing,camera_1,0.5687310099601746
2026-04-21T19:16:05.937670,1,1754.0,476.0,Standing,camera_1,0.7263271808624268
2026-04-21T19:16:06.392637,1,1753.5,475.5,Standing,camera_1,0.7370346188545227
2026-04-21T19:16:06.392637,-3,1463.0,538.0,Walking,camera_1,0.5478523373603821
2026-04-21T19:16:06.811600,1,1753.0,474.5,Standing,camera_1,0.7235444188117981
2026-04-21T19:16:07.240320,1,1755.5,479.0,Standing,camera_1,0.6503228545188904
2026-04-21T19:16:07.675251,1,1756.0,477.5,Standing,camera_1,0.6310872435569763
2026-04-21T19:16:07.675251,-3,1463.5,539.0,Standing,camera_1,0.5177237391471863
2026-04-21T19:16:08.104646,1,1757.0,479.0,Standing,camera_1,0.6527183055877686
2026-04-21T19:16:08.535542,1,1756.0,478.0,Standing,camera_1,0.6341676712036133
2026-04-21T19:16:10.215308,1,1752.5,476.5,Standing,camera_1,0.6159969568252563
2026-04-21T19:16:10.639346,1,1750.5,475.5,Standing,camera_1,0.5773012638092041
2026-04-21T19:16:11.075005,1,1750.5,476.5,Standing,camera_1,0.5149644017219543
2026-04-21T19:16:11.477619,-2,1750.5,477.0,Standing,camera_1,0.5781265497207642
2026-04-21T19:16:11.894282,1,1750.5,479.5,Standing,camera_1,0.6068146228790283
2026-04-21T19:16:13.154169,1,1754.5,482.0,Standing,camera_1,0.6025755405426025
2026-04-21T19:16:13.577407,1,1752.0,479.5,Standing,camera_1,0.5428451895713806
2026-04-21T19:16:13.997982,1,1752.5,479.5,Standing,camera_1,0.6540683507919312
2026-04-21T19:16:14.424341,1,1751.0,474.5,Standing,camera_1,0.710877001285553
2026-04-21T19:16:14.843490,1,1750.0,477.0,Standing,camera_1,0.6850302815437317
2026-04-21T19:16:15.264779,1,1750.5,476.0,Standing,camera_1,0.7243667840957642
2026-04-21T19:16:15.675061,1,1750.5,475.5,Standing,camera_1,0.7121758460998535
2026-04-21T19:16:16.086516,1,1750.5,474.0,Standing,camera_1,0.7407793998718262
2026-04-21T19:16:16.511392,1,1746.0,473.5,Standing,camera_1,0.755643904209137
2026-04-21T19:16:16.950783,1,1745.5,474.5,Standing,camera_1,0.718083381652832
2026-04-21T19:16:17.421094,1,1742.5,473.0,Standing,camera_1,0.693739652633667
2026-04-21T19:16:17.857464,1,1740.5,474.5,Standing,camera_1,0.7029242515563965
2026-04-21T19:16:18.266590,1,1743.5,478.5,Standing,camera_1,0.6557413935661316
2026-04-21T19:16:18.679852,1,1742.5,481.0,Standing,camera_1,0.6788937449455261
2026-04-21T19:16:19.106780,1,1736.5,477.0,Standing,camera_1,0.5834816098213196
2026-04-21T19:16:19.522100,1,1736.0,476.5,Standing,camera_1,0.5646297931671143
2026-04-21T19:16:19.972188,-2,1741.0,486.5,Standing,camera_1,0.5065539479255676
2026-04-21T19:16:20.384859,-2,1735.0,476.0,Walking,camera_1,0.6169792413711548
